place,date,penol,bacteria,cd,cn,pb,cr6,as,hg,cr,ni,benzen
황구지천1,2023-06-01,,,,,,,,,,,
황구지천2,2023-06-01,,,,,,,,,,,
황구지천4,2023-06-01,,,,,,,,,,,
황구지천5,2023-06-01,,,,,,,,,,,
황구지천6,2023-06-01,,,,,,,,,,,
회인천,2023-06-01,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
함안,2023-06-01,정량한계미만,48000,,,,,,,,,
가막,2023-06-02,,,,,,,,,,,
감천1,2023-06-02,정량한계미만,420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
감천3,2023-06-02,정량한계미만,980,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
계산,2023-06-02,,,,,,,,,,,
계수천,2023-06-02,,,,,,,,,,,
계천1,2023-06-02,0,4200,0,0,0,0,0,0,,,
고막원천1,2023-06-02,,,,,,,,,,,
고성천,2023-06-02,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광려천1,2023-06-02,정량한계미만,11000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광려천3,2023-06-02,정량한계미만,20000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
구량천,2023-06-02,,,,,,,,,,,
구산천,2023-06-02,,,,,,,,,,,
금상천,2023-06-02,,,,,,,,,,,
금호강3,2023-06-02,정량한계미만,1360,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
남천,2023-06-02,,,,,,,,,,,
내린천1,2023-06-02,,,,,,,,,,,
동복천1,2023-06-02,,,,,,,,,,,
동복천2,2023-06-02,,,,,,,,,,,
무안천,2023-06-02,,,,,,,,,,,
무주남대천3,2023-06-02,,,,,,,,,,,
보성강1,2023-06-02,,,,,,,,,,,
보성강5,2023-06-02,,,,,,,,,,,
보청천3,2023-06-02,,,,,,,,,,,
부리,2023-06-02,,,,,,,,,,,
상곡천,2023-06-02,,,,,,,,,,,
석항천,2023-06-02,0,2600,0,0,0,0,0,0,,,
식지천,2023-06-02,,,,,,,,,,,
악양,2023-06-02,,,,,,,,,,,
오갑천,2023-06-02,,,,,,,,,,,
오대천2,2023-06-02,,,,,,,,,,,
오수천1,2023-06-02,,,,,,,,,,,
옥동천2,2023-06-02,0,6500,0,0,0,0,정량한계미만,정량한계미만,,,
옥천,2023-06-02,정량한계미만,5,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
용담,2023-06-02,,,,,,,,,,,
유동천1,2023-06-02,0,3200,0,0,0,0,0,0,,,
율천,2023-06-02,,,,,,,,,,,
응천,2023-06-02,,,,,,,,,,,
이사천2,2023-06-02,,,,,,,,,,,
이원,2023-06-02,,,,,,,,,,,
전천,2023-06-02,0,4700,0,0,0,0,0,0,,,
정자천,2023-06-02,,,,,,,,,,,
제원2,2023-06-02,,,,,,,,,,,
청미천1,2023-06-02,,,,,,,,,,,
청미천3,2023-06-02,,,,,,,,,,,
청미천5,2023-06-02,,,,,,,,,,,
초강2,2023-06-02,,,,,,,,,,,
추풍천,2023-06-02,,,,,,,,,,,
평창강4,2023-06-02,0,3700,0,0,0,0,0,0,,,
현도,2023-06-02,정량한계미만,12,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
후곡천,2023-06-02,,,,,,,,,,,
감이천,2023-06-05,,,,,,,,,,,
감천2,2023-06-05,,,,,,,,,,,
감천4,2023-06-05,,,,,,,,,,,
강상,2023-06-05,정량한계미만,40,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
강정,2023-06-05,,,,,,,,,,,
강천,2023-06-05,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
곡수천2,2023-06-05,정량한계미만,1000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
골지천1,2023-06-05,,,,,,,,,,,
골지천3,2023-06-05,,,,,,,,,,,
공릉천1,2023-06-05,,,,,,,,,,,
공릉천3,2023-06-05,,,,,,,,,,,
광려천4,2023-06-05,,,,,,,,,,,
광산,2023-06-05,0,38000,0,0,0.00005,0,0.00106,0,,,
광주천2,2023-06-05,0,63000,0,0,0.00002,0,0.0016,0,,,
구미,2023-06-05,,,,,,,,,,,
구운천2,2023-06-05,정량한계미만,400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금강,2023-06-05,정량한계미만,270,,,,,,,,,
금곡,2023-06-05,,,,,,,,,,,
금당천1,2023-06-05,,,,,,,,,,,
금당천2,2023-06-05,정량한계미만,400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금호강8,2023-06-05,정량한계미만,58000,,,,,,,,,
나주,2023-06-05,0,25000,0,0,0.00002,0,0.0013,0,,,
낙단,2023-06-05,정량한계미만,26000,,,,,,,,,
남강7,2023-06-05,정량한계미만,24000,,,,,,,,,
노성천2,2023-06-05,정량한계미만,3600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
논산천2,2023-06-05,정량한계미만,230,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
논산천3,2023-06-05,정량한계미만,4000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대성리,2023-06-05,정량한계미만,120,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대신,2023-06-05,정량한계미만,20,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대청댐,2023-06-05,정량한계미만,12,,,,,,,,,
도남,2023-06-05,정량한계미만,2800,,,,,,,,,
돌산천,2023-06-05,정량한계미만,36000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
두계천,2023-06-05,정량한계미만,2000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
마포천,2023-06-05,,,,,,,,,,,
망월천,2023-06-05,,,,,,,,,,,
묵현천,2023-06-05,정량한계미만,4900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
물금,2023-06-05,정량한계미만,130000,,,,,,,,,
미곡천,2023-06-05,,,,,,,,,,,
방축천,2023-06-05,정량한계미만,4200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
백천2,2023-06-05,,,,,,,,,,,
벽계천2,2023-06-05,정량한계미만,600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
병천천2,2023-06-05,정량한계미만,790,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
복하천4,2023-06-05,,,,,,,,,,,
봉산천,2023-06-05,,,,,,,,,,,
부여,2023-06-05,정량한계미만,170,,,,,,,,,
북천,2023-06-05,0,4600,0,0,0,0,0,0,,,
북하천,2023-06-05,,,,,,,,,,,
사천천,2023-06-05,,,,,,,,,,,
삼봉리,2023-06-05,정량한계미만,23,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삼산천,2023-06-05,,,,,,,,,,,
삼천1,2023-06-05,정량한계미만,9900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삼천2,2023-06-05,정량한계미만,13000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삼천3,2023-06-05,정량한계미만,16000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
석곡천,2023-06-05,,,,,,,,,,,
석교천,2023-06-05,정량한계미만,8000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
석성천2,2023-06-05,정량한계미만,4700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
석천,2023-06-05,정량한계미만,540,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
선산,2023-06-05,정량한계미만,80000,,,,,,,,,
설문천,2023-06-05,,,,,,,,,,,
송현천,2023-06-05,,,,,,,,,,,
수철천,2023-06-05,정량한계미만,24000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
순천동천1,2023-06-05,정량한계미만,4400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
순천동천2,2023-06-05,정량한계미만,4700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
순천동천3,2023-06-05,정량한계미만,50000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
신등천,2023-06-05,,,,,,,,,,,
신반천,2023-06-05,,,,,,,,,,,
안동1,2023-06-05,정량한계미만,50,,,,,,,,,
안동2,2023-06-05,,,,,,,,,,,
안동3,2023-06-05,정량한계미만,260,,,,,,,,,
안동4,2023-06-05,,,,,,,,,,,
양산천3,2023-06-05,,,,,,,,,,,
양재천1,2023-06-05,,,,,,,,,,,
양천1,2023-06-05,,,,,,,,,,,
양화천1,2023-06-05,,,,,,,,,,,
양화천3,2023-06-05,,,,,,,,,,,
여주1,2023-06-05,정량한계미만,70,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
여주2,2023-06-05,정량한계미만,20,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
연기,2023-06-05,정량한계미만,630,,,,,,,,,
영동천1,2023-06-05,정량한계미만,270,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영동천2,2023-06-05,정량한계미만,310,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영순,2023-06-05,,,,,,,,,,,
예천1,2023-06-05,,,,,,,,,,,
예천2,2023-06-05,,,,,,,,,,,
오사리,2023-06-05,,,,,,,,,,,
왜관,2023-06-05,정량한계미만,25000,,,,,,,,,
용산천,2023-06-05,,,,,,,,,,,
용암,2023-06-05,,,,,,,,,,,
우치,2023-06-05,0,58000,0.00001,0,0.00012,0,0.00105,0.0000026,,,
운계천,2023-06-05,정량한계미만,700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
원심천,2023-06-05,,,,,,,,,,,
이포,2023-06-05,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
임해진,2023-06-05,,,,,,,,,,,
장진천,2023-06-05,,,,,,,,,,,
전주천1,2023-06-05,정량한계미만,4400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천1,2023-06-05,,,,,,,,,,,
죽산,2023-06-05,0,57000,0,0,0.00002,0,0.00143,0,,,
지석천2,2023-06-05,,,,,,,,,,,
지석천4,2023-06-05,0,73000,0,0,0.00004,0,0.00222,0,,,
진원천,2023-06-05,,,,,,,,,,,
창릉천1,2023-06-05,,,,,,,,,,,
창릉천2,2023-06-05,,,,,,,,,,,
청도천1,2023-06-05,,,,,,,,,,,
청도천2,2023-06-05,,,,,,,,,,,
초강1,2023-06-05,정량한계미만,460,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
초이천,2023-06-05,,,,,,,,,,,
추풍령천,2023-06-05,정량한계미만,170,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
토평천2,2023-06-05,,,,,,,,,,,
팔당댐,2023-06-05,정량한계미만,10,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
평동천,2023-06-05,,,,,,,,,,,
풍영정천1,2023-06-05,,,,,,,,,,,
풍영정천2,2023-06-05,0,77000,0,0,0.00027,0,0.00136,0,,,
하빈천,2023-06-05,,,,,,,,,,,
학의천,2023-06-05,,,,,,,,,,,
한천2,2023-06-05,,,,,,,,,,,
현풍,2023-06-05,,,,,,,,,,,
화양강,2023-06-05,0,4800,0,0,0,0,0,0,,,
황강1,2023-06-05,,,,,,,,,,,
황강6,2023-06-05,,,,,,,,,,,
황둔천,2023-06-05,,,,,,,,,,,
황룡강3,2023-06-05,,,,,,,,,,,
황룡강5,2023-06-05,0,52000,0,0,0.00003,0,0.00088,0,,,
경안천4,2023-06-05,,,,,,,,,,,
경안천8,2023-06-05,,,,,,,,,,,
곤지암천1,2023-06-05,,,,,,,,,,,
곤지암천2,2023-06-05,,,,,,,,,,,
복하천1,2023-06-05,,,,,,,,,,,
송천2,2023-06-05,,,,,,,,,,,
송천3,2023-06-05,,,,,,,,,,,
동강1,2023-06-06,,,,,,,,,,,
문산천1,2023-06-06,,,,,,,,,,,
방내천,2023-06-06,,,,,,,,,,,
봉선사천,2023-06-06,,,,,,,,,,,
사미천,2023-06-06,,,,,,,,,,,
수동천,2023-06-06,,,,,,,,,,,
신천2,2023-06-06,,,,,,,,,,,
신천4,2023-06-06,,,,,,,,,,,
어천1,2023-06-06,,,,,,,,,,,
옥동천1,2023-06-06,,,,,,,,,,,
왕숙천1,2023-06-06,,,,,,,,,,,
왕숙천4,2023-06-06,,,,,,,,,,,
용암천,2023-06-06,,,,,,,,,,,
중랑천1,2023-06-06,,,,,,,,,,,
내린천1,2023-06-06,,,,,,,,,,,
오갑천,2023-06-06,,,,,,,,,,,
오대천2,2023-06-06,,,,,,,,,,,
응천,2023-06-06,,,,,,,,,,,
청미천1,2023-06-06,,,,,,,,,,,
청미천3,2023-06-06,,,,,,,,,,,
청미천5,2023-06-06,,,,,,,,,,,
가양,2023-06-07,정량한계미만,5000,,,,,,,,,
가정천,2023-06-07,,,,,,,,,,,
경안천9,2023-06-07,정량한계미만,8200,,,,,,,,,
경호강1,2023-06-07,,,,,,,,,,,
경호강2,2023-06-07,,,,,,,,,,,
계양천,2023-06-07,,,,,,,,,,,
고령,2023-06-07,정량한계미만,900,,,,,,,,,
고막원천2,2023-06-07,정량한계미만,8300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
고막원천3,2023-06-07,정량한계미만,4000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
고막원천4,2023-06-07,0,8600,0,0,0.00008,0,0.00133,0,,,
고부천1,2023-06-07,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
고부천2,2023-06-07,정량한계미만,9800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
고정천,2023-06-07,,,,,,,,,,,
곡수천1,2023-06-07,,,,,,,,,,,
곡정천,2023-06-07,,,,,,,,,,,
공지천1,2023-06-07,정량한계미만,75,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
공지천2,2023-06-07,정량한계미만,90,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
공지천3,2023-06-07,정량한계미만,75,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광산천1,2023-06-07,,,,,,,,,,,
광산천2,2023-06-07,,,,,,,,,,,
광주1,2023-06-07,정량한계미만,29000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광주2,2023-06-07,정량한계미만,22000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광주3,2023-06-07,정량한계미만,26000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광주천1,2023-06-07,0,30000,0,0,0,0,0,0,,,
구례,2023-06-07,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
구영,2023-06-07,정량한계미만,11000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
구운천1,2023-06-07,,,,,,,,,,,
구포,2023-06-07,정량한계미만,11000,,,,,,,,,
군위남천,2023-06-07,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
굴포천1,2023-06-07,,,,,,,,,,,
굴포천2,2023-06-07,정량한계미만,9200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
굴포천3,2023-06-07,,,,,,,,,,,
금사천,2023-06-07,,,,,,,,,,,
금천,2023-06-07,,,,,,,,,,,
금천,2023-06-07,,,,,,,,,,,
나진포천,2023-06-07,,,,,,,,,,,
남지,2023-06-07,정량한계미만,1100,,,,,,,,,
내동천,2023-06-07,정량한계미만,6800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
내린천2,2023-06-07,,,,,,,,,,,
내성천5,2023-06-07,정량한계미만,20000,,,,,,,,,
논공,2023-06-07,정량한계미만,18000,,,,,,,,,
논산천4,2023-06-07,정량한계미만,470,,,,,,,,,
다사,2023-06-07,정량한계미만,30000,,,,,,,,,
단성,2023-06-07,,,,,,,,,,,
단양천,2023-06-07,,,,,,,,,,,
달성,2023-06-07,,,,,,,,,,,
달천6,2023-06-07,,,,,,,,,,,
달천7,2023-06-07,정량한계미만,160,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
달천8,2023-06-07,정량한계미만,300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
담양,2023-06-07,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대곡천1,2023-06-07,0,440,0,0,0,0,0,0,,,
대곡천2,2023-06-07,0,340,0,0,0,0,0,0,,,
대암,2023-06-07,정량한계미만,15000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대촌천,2023-06-07,,,,,,,,,,,
덕곡,2023-06-07,정량한계미만,140000,,,,,,,,,
덕은리,2023-06-07,정량한계미만,130,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
덕현,2023-06-07,정량한계미만,1200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
도산,2023-06-07,정량한계미만,28000,,,,,,,,,
동달천,2023-06-07,,,,,,,,,,,
동복천3,2023-06-07,0,741,0,0,0,0,0,0,,,
동진천1,2023-06-07,정량한계미만,210,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
동진천2,2023-06-07,정량한계미만,32,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
동창천2,2023-06-07,,,,,,,,,,,
만대천,2023-06-07,,,,,,,,,,,
망성,2023-06-07,정량한계미만,15000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
목행대교,2023-06-07,정량한계미만,640,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
무도천,2023-06-07,,,,,,,,,,,
무안1,2023-06-07,정량한계미만,4000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
무안2,2023-06-07,0,12000,0,0,0.00003,0,0.00118,0,,,
문호천,2023-06-07,,,,,,,,,,,
밀양강1,2023-06-07,,,,,,,,,,,
반변천2,2023-06-07,,,,,,,,,,,
반변천4,2023-06-07,정량한계미만,16000,,,,,,,,,
반송,2023-06-07,정량한계미만,7700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
벽계천1,2023-06-07,,,,,,,,,,,
병성천,2023-06-07,,,,,,,,,,,
보강천2,2023-06-07,정량한계미만,170,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
보성강3,2023-06-07,0,1011,0,0,0,0,0,0,,,
보성강7,2023-06-07,정량한계미만,11000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
보은천,2023-06-07,0,220,0,0,0,0,0,0,,,
복하천6,2023-06-07,,,,,,,,,,,
부일천,2023-06-07,,,,,,,,,,,
사탄천,2023-06-07,,,,,,,,,,,
산곡,2023-06-07,,,,,,,,,,,
산호천,2023-06-07,정량한계미만,3500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삼랑진1,2023-06-07,,,,,,,,,,,
삼랑진2,2023-06-07,정량한계미만,38000,,,,,,,,,
삼포천1,2023-06-07,,,,,,,,,,,
삼포천2,2023-06-07,,,,,,,,,,,
삼호,2023-06-07,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
상주1,2023-06-07,,,,,,,,,,,
상주2,2023-06-07,,,,,,,,,,,
상주3,2023-06-07,정량한계미만,280000,,,,,,,,,
서낙동강1,2023-06-07,0,3400,0,0,0,0,0,0,,,
서낙동강2,2023-06-07,0,8100,0,0,0,0,0,0,,,
서낙동강3,2023-06-07,0,4100,0,0,0,0,0,0,,,
서낙동강4,2023-06-07,0,2200,0,0,0,0,0,0,,,
성덕천,2023-06-07,,,,,,,,,,,
성은천,2023-06-07,,,,,,,,,,,
성주,2023-06-07,,,,,,,,,,,
신천5,2023-06-07,,,,,,,,,,,
신화,2023-06-07,정량한계미만,7800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
쌍계천,2023-06-07,정량한계미만,2400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
쌍천,2023-06-07,정량한계미만,21,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
안동5,2023-06-07,,17000,,,,,,,,,
안성천3,2023-06-07,정량한계미만,12000,,,,,,,,,
양화천4,2023-06-07,정량한계미만,300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영강3,2023-06-07,,,,,,,,,,,
영산포1,2023-06-07,정량한계미만,120000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영산포2,2023-06-07,0,11000,0,0,0.00002,0,0.0015,0,,,
영암천2,2023-06-07,,,,,,,,,,,
영월2,2023-06-07,정량한계미만,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영주서천1,2023-06-07,정량한계미만,92000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영주서천2,2023-06-07,정량한계미만,5400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영춘,2023-06-07,,,,,,,,,,,
영평천3,2023-06-07,,,,,,,,,,,
오대천1,2023-06-07,0,1900,0,0,0,0,0,0,,,
오대천3,2023-06-07,정량한계미만,4,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
오산천2,2023-06-07,,,,,,,,,,,
오산천4,2023-06-07,,,,,,,,,,,
오산천6,2023-06-07,,,,,,,,,,,
옥동천3,2023-06-07,정량한계미만,39,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
옴천천1,2023-06-07,0,2419,0,0,0,0,0,0,,,
용담천,2023-06-07,,,,,,,,,,,
용전천2,2023-06-07,,,,,,,,,,,
용호천,2023-06-07,정량한계미만,7500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
원서천2,2023-06-07,,,,,,,,,,,
월곶,2023-06-07,,,,,,,,,,,
위천1,2023-06-07,0,6800,0,0,0,0,0,0,,,
위천3,2023-06-07,,,,,,,,,,,
유치천2,2023-06-07,0,2419,0,0,0,0,0,0,,,
음성천2,2023-06-07,정량한계미만,40,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
의암댐,2023-06-07,정량한계미만,15,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
이사천1,2023-06-07,0,1011,0,0,0,0,0,0,,,
이안천,2023-06-07,,,,,,,,,,,
인북천1,2023-06-07,,,,,,,,,,,
임진강6,2023-06-07,,,,,,,,,,,
임진강7,2023-06-07,정량한계미만,12000,,,,,,,,,
작동교,2023-06-07,0,260,0,0,0,0,0,0,,,
장성천1,2023-06-07,,,,,,,,,,,
정읍천1,2023-06-07,정량한계미만,4700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
정읍천2,2023-06-07,정량한계미만,4000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
정읍천3,2023-06-07,정량한계미만,5800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천2,2023-06-07,정량한계미만,95,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천3,2023-06-07,정량한계미만,150,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천5,2023-06-07,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
조양강,2023-06-07,정량한계미만,3,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
조종천3,2023-06-07,,,,,,,,,,,
주암댐,2023-06-07,0,161,0,0,0.00001,0,0.00088,0,,,
주천강,2023-06-07,,,,,,,,,,,
주천강1,2023-06-07,0,6100,0,0,0,0,0,0,,,
주천강2,2023-06-07,,,,,,,,,,,
주천강3,2023-06-07,정량한계미만,32,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
주항천,2023-06-07,,,,,,,,,,,
중원,2023-06-07,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
지촌천,2023-06-07,,,,,,,,,,,
지헌,2023-06-07,정량한계미만,3800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
진안천,2023-06-07,0,1046,0,0,0,0,0,0,,,
진위천1,2023-06-07,,,,,,,,,,,
진위천2,2023-06-07,,,,,,,,,,,
창녕,2023-06-07,정량한계미만,20000,,,,,,,,,
창녕천,2023-06-07,정량한계미만,100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
창원천,2023-06-07,정량한계미만,42000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
천원천,2023-06-07,정량한계미만,7500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
청미천6,2023-06-07,정량한계미만,200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
춘천1,2023-06-07,,,,,,,,,,,
충주댐,2023-06-07,정량한계미만,10,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
칠곡,2023-06-07,정량한계미만,150000,,,,,,,,,
탐진강2,2023-06-07,0,649,0,0,0,0,0,0,,,
토평천1,2023-06-07,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
평창강1,2023-06-07,0,5200,0,0,0,0,0,0,,,
평창강2,2023-06-07,0,4300,0,0,0,0,0,0,,,
평창강3,2023-06-07,,,,,,,,,,,
평창강5,2023-06-07,정량한계미만,35,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
