place,date,penol,bacteria,pb,cr6,as,hg,cu,hcb,benzen,p,por
창릉천3,2022-03-17,정량한계미만,2600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
창릉천4,2022-03-17,정량한계미만,17000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
창릉천5,2022-03-17,정량한계미만,13000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
천미천,2022-03-17,,,,,,,,,,,
회천1,2022-03-17,정량한계미만,120,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회천2,2022-03-17,정량한계미만,70,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
강경,2022-03-17,정량한계미만,59,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
경호천,2022-03-17,,,,,,,,,,,
계양천,2022-03-17,,,,,,,,,,,
고정천,2022-03-17,,,,,,,,,,,
곡정천,2022-03-17,,,,,,,,,,,
골포천,2022-03-17,,,,,,,,,,,
굴포천1,2022-03-17,,,,,,,,,,,
굴포천3,2022-03-17,,,,,,,,,,,
금강갑문,2022-03-17,,,,,,,,,,,
금천,2022-03-17,정량한계미만,230,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
길산천2,2022-03-17,,,,,,,,,,,
길안천1,2022-03-17,,,,,,,,,,,
나진포천,2022-03-17,,,,,,,,,,,
남강1,2022-03-17,,,,,,,,,,,
남강4,2022-03-17,,,,,,,,,,,
노성천1,2022-03-17,,,,,,,,,,,
논산천1,2022-03-17,,,,,,,,,,,
단양천,2022-03-17,,,,,,,,,,,
대교천2,2022-03-17,,,,,,,,,,,
덕천강3,2022-03-17,,,,,,,,,,,
동강1,2022-03-17,,,,,,,,,,,
동달천,2022-03-17,,,,,,,,,,,
동창천2,2022-03-17,,,,,,,,,,,
만대천,2022-03-17,,,,,,,,,,,
목면,2022-03-17,,,,,,,,,,,
무도천,2022-03-17,,,,,,,,,,,
문산천1,2022-03-17,,,,,,,,,,,
미곡천,2022-03-17,,,,,,,,,,,
밀양강1,2022-03-17,,,,,,,,,,,
반변천2,2022-03-17,,,,,,,,,,,
백천1,2022-03-17,,,,,,,,,,,
병보천,2022-03-17,,,,,,,,,,,
봉곡천,2022-03-17,,,,,,,,,,,
봉선사천,2022-03-17,,,,,,,,,,,
부일천,2022-03-17,,,,,,,,,,,
사천천,2022-03-17,,,,,,,,,,,
산북천,2022-03-17,,,,,,,,,,,
석성천1,2022-03-17,,,,,,,,,,,
석성천3,2022-03-17,,,,,,,,,,,
세종2,2022-03-17,,,,,,,,,,,
신등천,2022-03-17,,,,,,,,,,,
양천1,2022-03-17,,,,,,,,,,,
연기,2022-03-17,정량한계미만,700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
연산천,2022-03-17,,,,,,,,,,,
영천강1,2022-03-17,,,,,,,,,,,
오갑천,2022-03-17,,,,,,,,,,,
왕숙천1,2022-03-17,,,,,,,,,,,
용계천,2022-03-17,,,,,,,,,,,
용수천1,2022-03-17,,,,,,,,,,,
용수천2,2022-03-17,정량한계미만,52,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
용전천2,2022-03-17,,,,,,,,,,,
원서천2,2022-03-17,,,,,,,,,,,
위천3,2022-03-17,,,,,,,,,,,
유구천,2022-03-17,정량한계미만,32,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
응천,2022-03-17,,,,,,,,,,,
정동,2022-03-17,정량한계미만,110,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정안천,2022-03-17,정량한계미만,2400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
주천강2,2022-03-17,,,,,,,,,,,
중랑천1,2022-03-17,,,,,,,,,,,
지천2,2022-03-17,,,,,,,,,,,
지촌천,2022-03-17,,,,,,,,,,,
청미천1,2022-03-17,,,,,,,,,,,
청미천3,2022-03-17,,,,,,,,,,,
청미천5,2022-03-17,,,,,,,,,,,
팔거천1,2022-03-17,,,,,,,,,,,
평창강3,2022-03-17,,,,,,,,,,,
한천1,2022-03-17,,,,,,,,,,,
황지3,2022-03-17,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,
회룡천,2022-03-17,,,,,,,,,,,
계산,2022-03-17,,,,,,,,,,,
남천,2022-03-17,,,,,,,,,,,
논산천4,2022-03-17,정량한계미만,53,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,정량한계미만,정량한계미만,,정량한계미만
동복천1,2022-03-17,,,,,,,,,,,
보성강1,2022-03-17,,,,,,,,,,,
보성강2,2022-03-17,,,,,,,,,,,
수홍천,2022-03-17,,,,,,,,,,,
옥택천,2022-03-17,,,,,,,,,,,
왕숙천4,2022-03-17,,,,,,,,,,,
용암천,2022-03-17,,,,,,,,,,,
이사천2,2022-03-17,,,,,,,,,,,
치천,2022-03-17,,,,,,,,,,,
탐진강4,2022-03-17,,,,,,,,,,,
탐진강5,2022-03-17,0,430,,,,,,,,,
내성천3,2022-03-18,정량한계미만,255,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
내성천4,2022-03-18,정량한계미만,220,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
무갑천,2022-03-18,,,,,,,,,,,
웅천천2,2022-03-18,정량한계미만,260,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,정량한계미만,정량한계미만,,정량한계미만
한천,2022-03-18,정량한계미만,2600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
가정천,2022-03-18,,,,,,,,,,,
가정천,2022-03-18,,,,,,,,,,,
곡수천1,2022-03-18,,,,,,,,,,,
구룡천,2022-03-18,,,,,,,,,,,
구운천1,2022-03-18,,,,,,,,,,,
굴지천,2022-03-18,,,,,,,,,,,
금계천1,2022-03-18,,,,,,,,,,,
금사천,2022-03-18,,,,,,,,,,,
달천1,2022-03-18,,,,,,,,,,,
달천3,2022-03-18,,,,,,,,,,,
동막천,2022-03-18,,,,,,,,,,,
목감천2,2022-03-18,,,,,,,,,,,
목현천,2022-03-18,,,,,,,,,,,
사탄천,2022-03-18,,,,,,,,,,,
산본천,2022-03-18,,,,,,,,,,,
섬강1,2022-03-18,,,,,,,,,,,
성덕천,2022-03-18,,,,,,,,,,,
안양천1,2022-03-18,,,,,,,,,,,
안양천3,2022-03-18,,,,,,,,,,,
안양천7,2022-03-18,,,,,,,,,,,
안양천8,2022-03-18,,,,,,,,,,,
오산천1,2022-03-18,,,,,,,,,,,
오산천2,2022-03-18,,,,,,,,,,,
용담천,2022-03-18,,,,,,,,,,,
음성천1,2022-03-18,,,,,,,,,,,
이리천,2022-03-18,,,,,,,,,,,
조종천3,2022-03-18,,,,,,,,,,,
중방대천,2022-03-18,,,,,,,,,,,
추곡천,2022-03-18,,,,,,,,,,,
탄천2,2022-03-18,,,,,,,,,,,
하수남천,2022-03-18,,,,,,,,,,,
흑천2,2022-03-18,,,,,,,,,,,
경안천10,2022-03-18,,,,,,,,,,,
경안천6,2022-03-18,,,,,,,,,,,
공릉천5,2022-03-18,정량한계미만,2300,정량한계미만,정량한계미만,정량한계미만,0.0000067,,,,,
구의,2022-03-18,정량한계미만,43,정량한계미만,정량한계미만,정량한계미만,0,,,,,
굴포천4,2022-03-18,정량한계미만,6400,정량한계미만,정량한계미만,정량한계미만,0.0000021,,,,,
노량진,2022-03-18,정량한계미만,4500,정량한계미만,정량한계미만,정량한계미만,0,,정량한계미만,정량한계미만,,정량한계미만
문산천4,2022-03-18,정량한계미만,7900,정량한계미만,정량한계미만,정량한계미만,0,,,,,
문호천,2022-03-18,,,,,,,,,,,
벽계천1,2022-03-18,,,,,,,,,,,
안양천9,2022-03-18,정량한계미만,30000,정량한계미만,정량한계미만,정량한계미만,0.0000008,,,,,
왕숙천6,2022-03-18,정량한계미만,4900,정량한계미만,정량한계미만,정량한계미만,0.0000002,,,,,
중랑천3,2022-03-18,,,,,,,,,,,
탄천5,2022-03-18,정량한계미만,4800,정량한계미만,정량한계미만,정량한계미만,0,,,,,
